customer_id,trans_date,tran_amount
CS2850,19/1/2013,54
CS1569,28/9/2011,90
CS4899,27/12/2011,41
CS4750,22/9/2012,95
CS4154,11/4/2013,94
CS1311,23/3/2014,37
CS1138,25/2/2012,60
CS5546,9/1/2015,50
CS3280,18/5/2011,75
CS4348,15/5/2014,55
CS5833,25/8/2014,94
CS1690,16/12/2014,96
CS1780,25/1/2012,41
CS3166,2/2/2013,62
CS3647,31/7/2011,79
CS1302,18/5/2012,59
CS1923,23/7/2013,43
CS3376,14/10/2011,50
CS2316,30/4/2014,64
CS4126,8/11/2014,42
CS4380,13/9/2013,98
CS1712,19/9/2013,47
CS5887,27/8/2013,101
CS4289,8/6/2012,56
CS2433,12/12/2013,38
CS4622,20/11/2014,100
CS1610,19/4/2013,63
CS3090,23/10/2012,86
CS4603,9/2/2012,98
CS3327,4/11/2013,69
CS5821,14/8/2011,89
CS5880,10/7/2012,67
CS3583,23/10/2014,96
CS3830,21/11/2012,62
CS5301,10/12/2011,57
CS5557,17/3/2012,87
CS3062,18/12/2014,88
CS3368,24/8/2012,39
CS3402,18/4/2013,89
CS3670,31/7/2012,78
CS4003,5/9/2011,76
CS5403,10/1/2013,51
CS4672,22/9/2012,93
CS3201,19/5/2011,98
CS5227,8/8/2014,44
CS2878,10/4/2012,104
CS2194,4/7/2012,95
CS4068,1/6/2014,69
CS3121,29/7/2012,51
CS2992,7/6/2013,93
CS4553,24/1/2013,75
CS2766,6/5/2012,40
CS4322,27/7/2011,35
CS3078,10/3/2015,68
CS4439,12/1/2014,46
CS5624,11/8/2011,78
CS1876,22/4/2014,69
CS3860,19/7/2014,67
CS3492,16/11/2013,94
CS5467,29/11/2013,90
CS2088,10/2/2014,90
CS2304,15/10/2012,85
CS4218,6/9/2012,63
CS3058,22/3/2012,70
CS5255,27/5/2011,69
CS1674,24/2/2013,46
CS2215,1/2/2014,103
CS4728,15/10/2012,93
CS2783,6/6/2014,43
CS2475,8/3/2015,76
CS4251,14/4/2012,62
CS4462,10/7/2013,65
CS1180,16/6/2014,61
CS1134,29/11/2011,35
CS5841,7/3/2012,87
CS4756,7/6/2014,56
CS4939,15/8/2013,66
CS3603,3/10/2014,43
CS5051,21/5/2014,102
CS5029,23/12/2014,85
CS4324,9/9/2013,78
CS3324,23/6/2013,59
CS4474,8/11/2013,102
CS2122,9/5/2013,59
CS3801,29/7/2012,75
CS4525,23/4/2012,71
CS4705,13/12/2014,62
CS3029,11/8/2014,105
CS4743,4/7/2011,105
CS2979,19/12/2012,81
CS4914,28/9/2014,104
CS1478,26/6/2012,58
CS5818,7/9/2013,75
CS2770,25/5/2013,53
CS1181,18/1/2015,38
CS1231,4/2/2014,89
CS1816,31/7/2011,96
CS3500,2/9/2012,65
CS3808,8/6/2014,59
CS5930,19/3/2014,41
CS2235,2/4/2012,53
CS2494,13/4/2014,52
CS1159,2/11/2012,94
CS4623,19/1/2013,87
CS2737,28/2/2013,99
CS3822,11/6/2013,80
CS1718,24/2/2013,81
CS4802,17/12/2013,39
CS2040,12/10/2014,93
CS5631,12/12/2014,59
CS2733,26/8/2014,61
CS4392,21/9/2014,75
CS6054,17/4/2013,98
CS4231,6/1/2013,56
CS1546,29/6/2014,41
CS1347,28/5/2014,74
CS5662,18/8/2013,40
CS4297,28/1/2015,85
CS4242,13/12/2014,91
CS1185,21/6/2013,53
CS5191,23/5/2013,95
CS4560,12/12/2012,95
CS3354,12/10/2012,48
CS6068,7/7/2013,99
CS3726,17/12/2012,74
CS1653,7/10/2013,74
CS3399,28/2/2012,89
CS5618,6/1/2015,43
CS4827,25/1/2014,98
CS3924,16/6/2011,99
CS2484,20/1/2014,87
CS2020,10/11/2012,89
CS4680,19/4/2013,42
CS5581,7/3/2015,35
CS3854,25/10/2012,105
CS2670,5/12/2011,101
CS3225,28/8/2011,63
CS5683,21/6/2013,61
CS5930,19/8/2013,52
CS5522,25/7/2014,104
CS1911,13/9/2011,43
CS5461,25/5/2013,98
CS1125,16/3/2013,54
CS2552,9/8/2011,51
CS1981,15/3/2013,73
CS1406,6/5/2013,86
CS5001,30/8/2012,41
CS3799,7/11/2013,47
CS1449,15/10/2011,95
CS4572,16/1/2012,76
CS4642,15/10/2014,64
CS3439,12/5/2012,66
CS3896,8/2/2013,69
CS1540,19/6/2011,38
CS5718,9/10/2012,36
CS2487,28/10/2013,82
CS2698,20/6/2014,43
CS4343,11/11/2011,60
CS3777,30/10/2013,67
CS5813,21/9/2014,105
CS1313,15/6/2014,38
CS4668,24/9/2012,103
CS5067,10/6/2011,90
CS4459,22/8/2012,76
CS5436,29/5/2014,82
CS4077,25/10/2012,79
CS1540,31/12/2011,37
CS4095,15/5/2012,58
CS2289,8/10/2014,42
CS1555,11/3/2014,79
CS5515,17/7/2011,77
CS5998,16/8/2014,93
CS3155,12/6/2013,88
CS1173,5/3/2014,79
CS1546,18/9/2013,95
CS5276,17/1/2013,66
CS4370,2/5/2014,71
CS1855,19/1/2013,64
CS5578,2/6/2014,103
CS5702,5/10/2012,56
CS5241,12/1/2012,54
CS3566,27/1/2013,47
CS4894,5/11/2013,42
CS5129,8/11/2013,82
CS1520,22/2/2014,53
CS4861,6/10/2013,67
CS4311,30/4/2014,48
CS2019,17/12/2011,39
CS5933,31/7/2014,98
CS3898,30/4/2012,86
CS1200,21/6/2014,84
CS6009,23/7/2013,55
CS5722,12/3/2014,52
CS3809,29/8/2012,83
CS3882,18/8/2013,94
CS2767,14/9/2012,66
CS4057,18/6/2013,64
CS5625,24/10/2013,67
CS3337,8/8/2012,55
CS2465,8/11/2013,97
CS4353,14/9/2012,58
CS3778,20/2/2015,52
CS4312,8/4/2014,60
CS3578,10/8/2011,50
CS2335,11/12/2012,53
CS1434,28/7/2011,104
CS3129,30/8/2012,101
CS2846,11/2/2012,35
CS4784,19/1/2014,89
CS1135,10/8/2013,42
CS2554,10/1/2013,38
CS5150,11/1/2015,74
CS4779,23/3/2012,88
CS4617,22/1/2014,77
CS5786,7/11/2011,53
CS3846,28/6/2011,41
CS4305,15/7/2014,83
CS4247,14/12/2013,78
CS2747,5/3/2014,46
CS5047,10/7/2012,98
CS1141,8/8/2012,64
CS3621,13/9/2012,54
CS3126,21/1/2013,55
CS2912,25/2/2012,46
CS4782,14/3/2015,50
CS4163,18/3/2014,84
CS2182,23/4/2012,48
CS2009,6/6/2011,89
CS2120,18/6/2012,73
CS3956,18/11/2012,101
CS4142,17/8/2013,93
CS3064,6/9/2013,36
CS1489,9/5/2012,94
CS3958,17/7/2013,84
CS1529,15/9/2014,69
CS4498,26/12/2014,102
CS2213,17/7/2012,58
CS2898,26/2/2013,53
CS2345,8/12/2014,90
CS3077,11/1/2012,102
CS2407,9/1/2013,66
CS3281,9/12/2013,65
CS1440,13/7/2014,47
CS5673,3/12/2013,103
CS5300,13/11/2013,104
CS4965,26/11/2013,80
CS2921,1/7/2011,51
CS1327,23/12/2011,46
CS1139,8/7/2013,40
CS4868,23/6/2011,82
CS2338,29/1/2013,78
CS2517,24/5/2013,80
CS2966,16/3/2013,68
CS3147,3/4/2013,81
CS4580,10/3/2012,88
CS3346,6/8/2011,88
CS5103,8/2/2014,63
CS2269,17/8/2012,49
CS4830,30/10/2011,61
CS4588,13/6/2012,40
CS2026,12/2/2014,99
CS4288,3/9/2014,50
CS3636,25/3/2014,82
CS3298,21/7/2012,65
CS4596,4/9/2011,88
CS4001,3/11/2014,35
CS5092,12/1/2013,102
CS2868,17/1/2013,97
CS3234,25/1/2012,37
CS1779,11/8/2013,93
CS5468,9/1/2012,56
CS5595,10/11/2014,57
CS1479,7/12/2011,82
CS2130,26/1/2015,75
CS2799,27/2/2013,41
CS2989,26/8/2012,62
CS3311,23/9/2013,76
CS5264,21/8/2012,49
CS2142,19/2/2014,43
CS5215,7/3/2012,68
CS4863,4/10/2012,36
CS4976,26/7/2011,69
CS1409,3/5/2012,36
CS3306,9/12/2013,96
CS5223,11/8/2013,104
CS3377,4/4/2013,36
CS3495,29/3/2012,90
CS3940,13/7/2011,41
CS5375,19/8/2014,38
CS5276,20/4/2012,36
CS1653,18/1/2013,41
CS1503,9/11/2014,97
CS1335,30/9/2011,93
CS3626,14/5/2013,41
CS1335,11/2/2013,93
CS3820,27/3/2013,72
CS3190,9/8/2013,46
CS5057,19/10/2014,94
CS2487,7/9/2013,78
CS5111,25/10/2014,71
CS1190,7/9/2014,46
CS2834,25/11/2012,97
CS5340,23/10/2012,93
CS3658,13/6/2012,59
CS2812,9/5/2012,45
CS2742,13/2/2014,53
CS1864,17/3/2014,51
CS5218,31/3/2012,77
CS3012,30/12/2013,41
CS5551,2/7/2014,93
CS1773,1/4/2014,39
CS2083,12/10/2014,105
CS2111,9/7/2012,98
CS3547,23/5/2014,85
CS3426,5/8/2013,62
CS3590,8/11/2011,36
CS3699,7/8/2014,85
CS5621,27/8/2011,78
CS5553,20/1/2014,43
CS2545,17/7/2013,86
CS4162,22/6/2011,41
CS4610,21/4/2013,102
CS4949,7/6/2013,89
CS1174,20/12/2013,38
CS5009,5/1/2012,60
CS2345,12/1/2013,75
CS3966,7/12/2013,49
CS4534,21/8/2014,100
CS5067,5/9/2012,48
CS4660,21/11/2012,105
CS1545,30/4/2013,68
CS5672,26/10/2014,77
CS4405,8/2/2012,64
CS2312,4/11/2013,47
CS5300,25/12/2011,78
CS5594,23/11/2013,58
CS2189,31/12/2011,87
CS3054,7/12/2012,87
CS5684,26/12/2013,63
CS5677,28/11/2011,59
CS4855,21/1/2012,46
CS5673,26/2/2015,74
CS4404,18/6/2014,77
CS1617,8/2/2014,66
CS1313,12/9/2011,65
CS2421,28/3/2012,83
CS4466,1/11/2012,73
CS5551,5/6/2012,49
CS3927,10/4/2013,57
CS3111,18/8/2014,91
CS1528,6/11/2012,89
CS5542,30/5/2014,99
CS2307,17/9/2012,47
CS3650,16/11/2012,67
CS4773,24/9/2012,61
CS2076,2/8/2011,42
CS5653,4/6/2013,69
CS2297,1/4/2012,60
CS3917,27/4/2012,89
CS3591,2/11/2011,39
CS1385,4/7/2013,41
CS5109,11/1/2014,87
CS3778,8/3/2012,90
CS5067,2/3/2015,50
CS3433,10/6/2011,57
CS1812,31/7/2014,46
CS3554,1/6/2011,65
CS3509,1/4/2014,102
CS5773,24/1/2014,58
CS3299,1/11/2013,38
CS5481,26/6/2011,99
CS1878,4/3/2014,55
CS3184,26/11/2013,66
CS3406,2/4/2012,92
CS2037,2/5/2013,63
CS3098,23/11/2012,70
CS5030,26/5/2011,66
CS2069,26/11/2013,97
CS3652,21/11/2013,59
CS3462,7/2/2013,56
CS2642,27/7/2014,46
CS6098,9/8/2014,100
CS3470,13/1/2015,70
CS3321,12/3/2013,103
CS3773,8/5/2012,90
CS1176,28/9/2011,46
CS5963,17/9/2013,89
CS3596,24/10/2012,74
CS1858,23/1/2012,58
CS5940,1/2/2014,86
CS5830,18/8/2013,79
CS5535,21/8/2011,78
CS5504,23/2/2015,95
CS1202,26/1/2014,49
CS3662,2/1/2013,105
CS1642,8/8/2011,86
CS1901,21/4/2014,88
CS4890,24/11/2012,42
CS5693,4/3/2012,80
CS4802,18/8/2014,81
CS5627,27/2/2015,91
CS5767,13/9/2014,69
CS2016,4/8/2011,66
CS1495,27/7/2012,37
CS4583,8/11/2014,64
CS5055,30/7/2012,94
CS3930,26/4/2013,78
CS2016,9/4/2012,81
CS2531,27/3/2014,62
CS1815,2/2/2012,69
CS2795,10/9/2013,67
CS4493,23/9/2014,89
CS2298,11/8/2011,74
CS1390,10/8/2014,45
CS2548,7/8/2013,62
CS2059,2/12/2013,41
CS1862,24/3/2013,50
CS4669,4/12/2014,50
CS3398,1/1/2013,76
CS2310,29/8/2011,96
CS1552,22/10/2013,105
CS3406,16/6/2011,49
CS5019,3/6/2013,92
CS4876,13/5/2012,73
CS3763,13/9/2014,87
CS4788,7/9/2013,104
CS4299,14/4/2012,77
CS5135,12/12/2012,83
CS4704,19/9/2011,87
CS2995,23/6/2014,36
CS2419,1/5/2013,96
CS5386,24/2/2012,73
CS5866,29/5/2014,40
CS4406,25/5/2011,42
CS3087,28/9/2013,101
CS3494,22/1/2012,80
CS3358,19/1/2013,97
CS4564,25/11/2012,89
CS3276,30/9/2012,87
CS5519,22/8/2012,99
CS5816,12/9/2011,93
CS4418,2/9/2012,94
CS3079,15/3/2014,41
CS4197,21/2/2012,47
CS5850,29/10/2012,83
CS3364,4/1/2012,91
CS2450,5/1/2015,95
CS2768,29/1/2015,91
CS2868,27/1/2015,89
CS1550,15/12/2014,51
CS5263,5/12/2014,94
CS4907,30/5/2014,90
CS1465,29/6/2014,93
CS1870,19/3/2013,78
CS3043,28/2/2012,50
CS4858,16/1/2015,75
CS1549,3/2/2015,51
CS1754,28/12/2014,41
CS2059,21/7/2012,87
CS6010,27/10/2014,46
CS2310,30/10/2014,93
CS5949,12/1/2013,78
CS5407,27/9/2011,43
CS3358,23/7/2012,87
CS5877,6/4/2014,43
CS5038,12/11/2014,72
CS5190,6/11/2013,81
CS3602,13/6/2014,59
CS3860,14/11/2011,96
CS2845,26/11/2011,71
CS3346,6/2/2014,86
CS2099,3/8/2011,100
CS5638,22/7/2011,71
CS4662,21/6/2011,96
CS1537,10/9/2011,38
CS5982,20/8/2013,61
CS2057,18/12/2014,91
CS1253,28/1/2014,102
CS2764,3/5/2012,56
CS2646,21/3/2014,38
CS4576,20/3/2014,70
CS1614,27/6/2011,75
CS1936,1/2/2012,58
CS3259,6/4/2012,67
CS3143,16/7/2012,92
CS5165,1/8/2011,43
CS3108,23/6/2011,55
CS4281,31/5/2014,42
CS1287,15/1/2012,60
CS1498,19/12/2011,88
CS4794,22/10/2011,67
CS4843,25/10/2014,52
CS1614,4/10/2012,98
CS2069,7/2/2012,90
CS2046,17/11/2014,73
CS2577,10/5/2013,36
CS5762,14/4/2012,89
CS1419,19/7/2012,97
CS4602,16/1/2013,55
CS1648,24/7/2012,48
CS4377,20/12/2012,40
CS1932,29/8/2011,98
CS4373,24/4/2013,77
CS3130,1/1/2015,55
CS1922,22/7/2013,103
CS4785,14/11/2014,60
CS1740,1/5/2012,44
CS1197,20/9/2013,95
CS2373,20/11/2012,92
CS3024,22/11/2012,98
CS4418,8/1/2014,64
CS1694,9/12/2013,88
CS1812,20/11/2012,66
CS4458,25/12/2011,94
CS1588,28/3/2013,102
CS1316,23/8/2012,94
CS3199,9/10/2014,41
CS1382,23/7/2014,96
CS4613,30/12/2013,47
CS4593,30/11/2014,74
CS1332,28/2/2013,73
CS2643,22/6/2014,81
CS4813,30/10/2013,37
CS1485,8/11/2013,88
CS1612,19/2/2012,39
CS4049,28/5/2011,46
CS1942,22/10/2012,68
CS2961,10/8/2012,54
CS5618,31/12/2014,78
CS4446,21/1/2014,98
CS1334,4/1/2014,98
CS5587,10/9/2014,86
CS1595,6/4/2013,43
CS1203,18/11/2011,105
CS3675,12/5/2012,63
CS6080,21/5/2013,47
CS1171,12/10/2012,36
CS3756,16/4/2014,69
CS2907,12/12/2014,83
CS3879,20/7/2012,80
CS5232,1/3/2015,101
CS1776,1/9/2011,84
CS3900,1/11/2014,95
CS4570,14/11/2013,83
CS4992,22/10/2011,52
CS4217,2/10/2012,96
CS6013,7/12/2011,105
CS5847,18/12/2013,43
CS4083,18/2/2012,36
CS2588,6/9/2012,58
CS1326,7/11/2013,48
CS4073,7/10/2013,86
CS2571,30/10/2013,105
CS3044,22/6/2013,48
CS5278,5/11/2012,59
CS3106,8/7/2011,56
CS2028,14/1/2012,71
CS1188,17/2/2012,67
CS4211,16/1/2014,69
CS5106,14/5/2014,42
CS1404,5/5/2014,63
CS4985,3/11/2014,94
CS1742,2/11/2011,64
CS2287,14/9/2014,103
CS1827,1/9/2012,86
CS2228,4/10/2013,105
CS2737,16/7/2011,37
CS4619,2/9/2011,41
CS3121,24/12/2012,102
CS2053,13/10/2014,40
CS2744,8/8/2011,40
CS2837,28/10/2014,93
CS1217,27/10/2013,91
CS5740,17/10/2014,48
CS4668,16/9/2014,61
CS3714,16/3/2012,41
CS4425,23/7/2011,74
CS1588,18/8/2013,89
CS4492,15/6/2011,100
CS1496,29/7/2014,86
CS2369,26/5/2013,98
CS4892,9/11/2011,58
CS5032,26/5/2012,63
CS5866,9/9/2014,100
CS4025,8/4/2014,61
CS3640,7/2/2015,83
CS5718,29/1/2014,92
CS2742,23/9/2012,71
CS5674,7/8/2014,102
CS4597,4/11/2013,97
CS5220,25/2/2013,47
CS4342,23/5/2013,38
CS4409,30/12/2014,79
CS5355,21/11/2014,90
CS2195,21/3/2012,101
CS4469,19/6/2011,73
CS2241,16/9/2014,67
CS1953,1/8/2011,65
CS2411,12/11/2013,71
CS2220,15/2/2014,63
CS1189,7/8/2014,46
CS2205,18/3/2014,68
CS5404,20/1/2015,83
CS1724,24/7/2013,54
CS4700,17/3/2014,36
CS3177,29/10/2013,101
CS2127,24/2/2014,53
CS2261,25/8/2012,45
CS5623,3/12/2013,104
CS4365,5/7/2014,57
CS3229,30/1/2015,104
CS5770,10/11/2014,48
CS1246,26/8/2012,72
CS1516,1/1/2013,40
CS5182,18/8/2011,35
CS1216,16/6/2012,67
CS3560,9/9/2012,79
CS1432,17/8/2011,66
CS1501,5/9/2012,74
CS2244,7/1/2013,94
CS4431,22/6/2013,52
CS5622,2/3/2014,39
CS4279,23/1/2015,77
CS1614,6/3/2015,103
CS5018,22/3/2014,49
CS3676,8/1/2014,104
CS4164,13/7/2011,98
CS3217,27/3/2014,103
CS2422,24/7/2014,82
CS2303,27/10/2011,78
CS3729,12/5/2014,80
CS6002,31/3/2013,55
CS2740,7/7/2012,46
CS3024,15/10/2012,39
CS2732,17/12/2014,67
CS5585,24/12/2011,40
CS1718,19/8/2013,73
CS4582,24/7/2014,97
CS5869,26/2/2012,59
CS2670,29/11/2013,78
CS3448,1/12/2014,53
CS2625,29/8/2013,95
CS3969,31/8/2014,83
CS4429,15/8/2014,86
CS5528,11/5/2014,54
CS4844,8/10/2014,42
CS4059,27/8/2014,64
CS5316,15/6/2014,53
CS3328,2/11/2012,37
CS1496,8/8/2011,37
CS5094,25/8/2012,56
CS4412,24/2/2014,50
CS4944,26/5/2011,104
CS2328,15/3/2013,86
CS4349,9/11/2011,99
CS1420,17/6/2013,90
CS1953,29/6/2011,90
CS5395,19/9/2014,79
CS3686,10/11/2013,86
CS5745,6/6/2012,101
CS5860,30/6/2012,71
CS4349,19/1/2013,101
CS5068,26/3/2012,82
CS4767,2/3/2012,96
CS3477,21/12/2013,67
CS3178,27/9/2014,50
CS4652,8/12/2014,82
CS1714,8/9/2013,69
CS6063,5/9/2012,38
CS3948,31/3/2014,85
CS5076,7/12/2014,35
CS5752,25/5/2013,95
CS2439,4/3/2013,54
CS3080,12/12/2013,105
CS4340,28/5/2012,70
CS4680,6/7/2013,81
CS3146,18/1/2013,52
CS2968,14/3/2014,87
CS1812,4/7/2013,39
CS2910,12/4/2012,56
CS1856,15/11/2012,53
CS5166,1/12/2013,61
CS5861,5/11/2011,87
CS3030,6/12/2013,37
CS1753,18/7/2012,86
CS3839,16/3/2013,51
CS2997,8/6/2011,73
CS2110,31/5/2013,82
CS3362,4/12/2013,89
CS3250,29/5/2011,102
CS5974,4/12/2011,85
CS2746,1/11/2012,97
CS3265,2/11/2011,104
CS4253,22/10/2011,51
CS5111,27/1/2014,73
CS4075,9/1/2012,93
CS4940,26/8/2012,103
CS1774,20/2/2012,52
CS3884,17/1/2015,78
CS2497,7/3/2014,53
CS3941,15/1/2014,56
CS1148,28/1/2012,78
CS6111,29/10/2013,85
CS3483,20/8/2014,80
CS3216,3/8/2011,41
CS2737,23/5/2014,46
CS4798,22/8/2011,99
CS2342,11/8/2013,82
CS2245,23/2/2013,81
CS5095,19/3/2014,79
CS5086,27/10/2013,57
CS5877,11/6/2012,61
CS2786,10/11/2014,52
CS2335,24/10/2012,92
CS3904,30/6/2012,78
CS1184,30/10/2012,66
CS3968,29/10/2014,66
CS3194,23/1/2014,54
CS5293,16/5/2011,42
CS3618,6/1/2012,36
CS4934,2/4/2013,60
CS2267,9/5/2014,98
CS5069,4/1/2012,39
CS5962,19/4/2012,48
CS2889,13/7/2012,45
CS4615,12/6/2013,47
CS4446,27/6/2011,79
CS1118,4/3/2014,41
CS3014,25/2/2012,71
CS1801,30/3/2014,46
CS1135,1/8/2013,86
CS4970,12/1/2012,50
CS1901,16/9/2014,78
CS1687,29/6/2011,84
CS2528,21/10/2014,70
CS2836,11/11/2011,54
CS2793,15/8/2013,51
CS5677,21/7/2014,100
CS5836,12/1/2013,100
CS4279,17/11/2012,84
CS1700,29/5/2014,57
CS4014,21/10/2014,87
CS5924,17/11/2013,37
CS5681,29/4/2013,72
CS3567,26/5/2014,90
CS2863,31/5/2013,57
CS4811,1/3/2014,67
CS5113,29/9/2012,75
CS1354,6/7/2013,81
CS2488,16/11/2012,79
CS3896,26/12/2012,62
CS1124,17/10/2012,67
CS3602,1/12/2012,99
CS5165,18/7/2014,58
CS2658,30/1/2014,75
CS5257,17/1/2013,40
CS1982,3/10/2014,85
CS6089,30/8/2014,56
CS2591,5/2/2013,96
CS5982,2/5/2013,72
CS4647,19/6/2011,58
CS3778,9/2/2013,85
CS1534,15/3/2014,79
CS3542,3/5/2013,70
CS5742,22/4/2013,38
CS5820,16/2/2013,63
CS6034,27/12/2013,45
CS3626,13/7/2012,47
CS4262,17/4/2013,89
CS5815,19/6/2011,75
CS4951,10/8/2012,76
CS4878,10/3/2014,61
CS1169,27/4/2012,96
CS3862,26/9/2012,51
CS5303,6/4/2013,42
CS3438,12/3/2012,67
CS5180,5/2/2014,101
CS5352,16/7/2012,67
CS5641,10/7/2013,48
CS1366,24/9/2011,36
CS3975,31/3/2012,98
CS2981,1/8/2013,35
CS5002,29/11/2012,88
CS1404,15/3/2014,92
CS1293,1/8/2012,77
CS4507,7/12/2012,48
CS2961,25/10/2011,54
CS4322,6/8/2012,94
CS5014,28/9/2014,67
CS1287,31/7/2013,47
CS3552,13/7/2012,66
CS1355,31/12/2014,104
CS2971,26/11/2013,44
CS2267,13/7/2012,90
CS3456,17/3/2012,103
CS3928,26/5/2013,69
CS4883,14/9/2012,82
CS4900,11/1/2015,67
CS2647,6/7/2012,100
CS1910,30/5/2013,101
CS4017,27/9/2014,59
CS5247,14/6/2014,52
CS1701,7/2/2013,51
CS5676,30/8/2012,65
CS2040,15/11/2012,95
CS4355,14/11/2013,90
CS1846,1/5/2013,103
CS2996,30/3/2013,44
CS3438,18/2/2014,97
CS2938,13/12/2014,49
CS1251,1/1/2014,92
CS1893,17/4/2012,82
CS3900,31/8/2011,75
CS6014,2/5/2013,101
CS3422,29/5/2012,90
CS5502,7/7/2011,97
CS1159,29/6/2011,57
CS4902,31/5/2012,80
CS1488,3/6/2014,61
CS3463,2/7/2013,35
CS4590,13/9/2013,100
CS5940,17/8/2012,101
CS2523,29/9/2013,67
CS1846,18/1/2014,78
CS5194,24/8/2014,59
CS3661,19/8/2012,94
CS2580,15/2/2015,76
CS3592,2/9/2014,42
CS5700,11/1/2015,85
CS3205,10/8/2013,73
CS5827,5/11/2012,98
CS2523,10/10/2011,42
CS5512,17/8/2014,75
CS3485,22/4/2012,89
CS1518,11/9/2011,38
CS4944,13/2/2012,95
CS1296,6/12/2012,61
CS2524,24/12/2011,41
CS5248,28/12/2013,47
CS3958,15/3/2015,91
CS3330,21/11/2013,59
CS1724,16/12/2012,35
CS4486,17/4/2013,65
CS5550,13/10/2011,37
CS1604,26/3/2014,49
CS5878,2/9/2014,53
CS3200,19/1/2014,83
CS3052,11/8/2011,72
CS4674,17/12/2011,103
CS1945,25/1/2015,56
CS1574,21/2/2015,67
CS1130,21/12/2013,57
CS4419,30/11/2011,43
CS3318,21/6/2014,81
CS1262,19/3/2012,42
CS4286,14/12/2013,88
CS5717,25/1/2013,75
CS1833,20/6/2011,61
CS1242,6/4/2012,86
CS4761,28/3/2012,84
CS2040,5/3/2015,45
CS3934,31/5/2013,93
CS2608,23/12/2013,96
CS2554,19/2/2014,51
CS1403,8/10/2013,96
CS3946,9/7/2011,62
CS5348,20/7/2011,48
CS5463,12/7/2011,51
CS1978,30/1/2012,85
CS5665,16/4/2014,96
CS5476,9/10/2013,62
CS4217,19/7/2012,64
CS2447,23/7/2014,83
CS3530,22/7/2014,35
CS3590,8/6/2013,49
CS2123,28/7/2011,77
CS1219,4/5/2013,47
CS1670,23/5/2012,47
CS3262,30/11/2012,58
CS2649,25/1/2014,83
CS3188,11/12/2013,73
CS4163,2/11/2012,88
CS2631,16/6/2012,75
CS3793,4/8/2013,89
CS5062,12/5/2014,41
CS2080,14/7/2014,69
CS1577,22/10/2013,58
CS4746,31/8/2013,91
CS2411,7/9/2013,57
CS1147,21/1/2013,83
CS2315,26/1/2013,35
CS5898,10/10/2012,88
CS6019,8/5/2012,52
CS4163,18/3/2013,89
CS3953,17/9/2012,75
CS1517,29/6/2011,50
CS4952,21/12/2013,91
CS4708,22/2/2015,52
CS5140,19/7/2014,95
CS4847,14/10/2013,74
CS5092,5/3/2012,55
CS3337,28/9/2014,75
CS3719,2/10/2011,101
CS5750,8/12/2012,67
CS5423,9/2/2015,91
CS4339,13/2/2012,55
CS1443,4/8/2012,62
CS1179,9/10/2013,99
CS2674,27/9/2012,47
CS5851,4/9/2014,62
CS3651,11/1/2012,57
CS5282,22/4/2012,44
CS2121,4/1/2013,85
CS4458,9/5/2014,79
CS5646,16/8/2012,73
CS5305,29/8/2012,37
CS3919,14/7/2013,60
CS2700,28/3/2013,69
CS4088,28/10/2013,59
CS4813,6/6/2011,85
CS4616,17/8/2011,51
CS2584,19/10/2014,102
CS3843,13/8/2011,97
CS1745,30/7/2014,53
CS2648,4/7/2011,36
CS6051,11/2/2015,91
CS4733,26/3/2014,85
CS6030,3/3/2012,67
CS2538,4/4/2014,40
CS3758,12/7/2012,103
CS2051,9/10/2012,85
CS3599,20/2/2014,55
CS3207,13/9/2013,35
CS2579,30/5/2013,99
CS5417,2/3/2013,102
CS2409,20/6/2011,95
CS5198,3/2/2013,100
CS5966,29/12/2014,70
CS4358,6/12/2011,41
CS3743,14/12/2014,44
CS4693,24/9/2011,71
CS1975,8/9/2011,100
CS1299,15/7/2012,92
CS2146,10/8/2013,103
CS1805,22/3/2014,67
CS1830,17/8/2013,89
CS1186,22/10/2014,88
CS3441,14/9/2012,79
CS2222,7/3/2012,51
CS5890,27/12/2012,54
CS2670,22/9/2014,51
CS3700,27/11/2012,77
CS4618,1/12/2011,54
CS4935,20/6/2014,84
CS2605,25/2/2013,87
CS1199,5/6/2014,71
CS3550,4/8/2011,101
CS2611,15/7/2011,82
CS3382,21/8/2011,42
CS3047,31/5/2011,37
CS3814,16/5/2013,55
CS5908,23/6/2014,54
CS5923,28/11/2011,68
CS3946,26/12/2014,57
CS4118,8/10/2012,83
CS4711,10/1/2013,45
CS4504,7/2/2014,74
CS5823,18/4/2014,65
CS3032,26/11/2014,75
CS1264,6/2/2015,57
CS6088,12/1/2014,70
CS3437,8/10/2014,35
CS3473,27/11/2011,65
CS5426,6/1/2014,63
CS1440,5/12/2014,86
CS4922,9/7/2013,102
CS3518,21/9/2014,79
CS1235,24/10/2014,75
CS4800,9/6/2011,47
CS4742,7/1/2014,39
CS3283,25/6/2012,73
CS1121,6/12/2011,40
CS3394,9/8/2013,97
CS4389,11/7/2013,59
CS4932,25/4/2012,104
CS4052,24/7/2013,88
CS5101,4/11/2012,104
CS3964,17/12/2011,84
CS4699,22/8/2012,47
CS1955,22/6/2013,91
CS4387,1/11/2012,57
CS4934,28/11/2011,96
CS3680,9/11/2013,83
CS5265,15/12/2012,57
CS3993,6/12/2011,72
CS4475,7/1/2014,84
CS3003,5/1/2014,98
CS1152,21/4/2014,55
